date,bank,useful_count,rating,review,sentiment
"Jan 05, 2020",HDFC Bank,0,5,"I have a salary account with HDFC BANK and they have provided me an option for zero balance family account where I can add 3 members under my Id.  Initially need to pay Rs.5000 after the process, I can withdraw the amount. If my salary account becomes dormant then family members account type will be changed to normal with a minimum balance maintenance.",positive
"Jan 04, 2020",HDFC Bank,3,5,"Using my HDFC saving account for almost 5 years. I have not faced any issues till now. Its a zero balance account. There won't be any hidden charges. , i never get charged for any other ATM withdrawal. I have  visited HDFC branch till now service is good. I called their customer care and the response is so good.",positive
"Jan 04, 2020",Punjab National Bank,1,5,"I have Punjab National Bank Salary account for the past 12 years.I am using net banking service as well as mobile banking service.I am using this service for money transfer ,recharge and for credit card bill payment .I am satisfied with the banking service.Each transaction is very safe and secured always.",positive
"Jan 04, 2020",Axis Bank,0,5,"I have been holding a saving account with AXIS bank for more than 3 years. Need to maintain a minimum balance of 5K. Sometime hidden charges are applicable, yearly  once they  use to charge.  ATM charges are applicable, if I used for more than 5 times in a month.",positive
"Jan 04, 2020",SBI,0,2,I have SBI saving account which i am using for the past 4 years .I will be getting message alert for all transactions .customer service is also average and each transaction is safe and secure .Banking service is also average and  not undergone any difficulties on using this account .,negative
"Jan 03, 2020",Axis Bank,3,5,"From Axis bank, i am holding my salary account and its a zero balance account. They haven't deducted any kind of hidden charges. I can withdraw upto Rs. 50000 in a day from the ATM.  Response in the branch was really good. When i contacted the customer care, the response is good and its easy to connect with them.",positive
"Jan 03, 2020",Canara Bank,0,3,I am using Canara bank salary account and will be getting only message alert for my transaction. Customer service is also good and getting good response .I have not faced any fraudulent transaction so far and am getting prompt reply from customer support whenever i reach them for queries.,neutral
"Jan 03, 2020",SBI,0,4,"My salary account is with State bank of India and i have opened it 6 years back in the year of 2013. Its a zero balance account. Its good to use the Internet banking facility and mobile app. At the time of opening the account, i have visited the branch and the response was fine. They took almost 1 week to provide the cheque book, debit card, net banking facility.",positive
"Jan 03, 2020",SBI,0,5,Earlier i was opened my State Bank of India as an savings account after that i have converted into salary account. Monthly i am maintaining a some balance of Rs. 5000 even though the required amount is Rs. 3000. I have been using this account for just 1 year. Its good to use their Internet banking facility. I can find ATMs in all the places.,positive
"Jan 03, 2020",HDFC Bank,1,5,Its been more than 3 years since i have a salary account with HDFC. I do visit the HDFC branch so many times and the response was good. Its quite comfortable to use their net banking facility. They are not deducting any kind of hidden charges.,positive
"Jan 03, 2020",IndusInd Bank,4,3,"10 days before, In my new company they have provided me a salary account with Indusind bank. I have not used this account that much. Its a zero balance account. Online banking facility is bit low compared to others. When i have given request for cheque book , its getting closed automatically. Mobile app is not easy to access and its getting buffer for a long time.",neutral
"Jan 03, 2020",HDFC Bank,0,5,"1 year ago, my company has provided me a salary account from HDFC bank. Its a hassle free account to use. Its a zero balance account. HDFC net banking and mobile app is superb. I have not visited their branch till now and never interacted with their call centre people till now.",positive
"Jan 02, 2020",SBI,0,4,"SBI is providing a good service.  I have been holding a saving account for more than a year. Need to maintain a minimum balance of 5K.  If I go to any place in Karnataka, I could find many ATM's.  I use to get alert message on time from bank end for each transaction.",positive
